message_id,date,url,local_path,filename,title,author,reader,genre,year,duration,language,file_size,mime_type,source
509,2024-11-13T17:28:51+00:00,https://t.me/bashaudiokitap/509,"books\Ринат_Камал_Ике_ғүмер_3_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_3_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_3_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",Ринат Камал,,,,,,4726010,audio/mpeg,"audio_tags, filename"
508,2024-11-13T17:28:51+00:00,https://t.me/bashaudiokitap/508,"books\Ринат_Камал_Ике_ғүмер_2_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_2_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_2_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",Ринат Камал,,,,,,6997466,audio/mpeg,"audio_tags, filename"
507,2024-11-13T17:28:51+00:00,https://t.me/bashaudiokitap/507,"books\Ринат_Камал_Ике_ғүмер_1_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_1_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003.mp3","Ринат_Камал_Ике_ғүмер_1_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",Ринат Камал,,,,,,6807674,audio/mpeg,"audio_tags, filename"
506,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/506,books\Рәшит_Солтангәрәев_Осто_бөркөт_6_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_6_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_6_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8473334,audio/mpeg,"audio_tags, filename"
505,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/505,books\Рәшит_Солтангәрәев_Осто_бөркөт_5_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_5_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_5_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8447270,audio/mpeg,"audio_tags, filename"
504,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/504,books\Рәшит_Солтангәрәев_Осто_бөркөт_4_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_4_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_4_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8806406,audio/mpeg,"audio_tags, filename"
503,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/503,books\Рәшит_Солтангәрәев_Осто_бөркөт_3_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_3_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_3_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8441222,audio/mpeg,"audio_tags, filename"
502,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/502,books\Рәшит_Солтангәрәев_Осто_бөркөт_2_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_2_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_2_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8492918,audio/mpeg,"audio_tags, filename"
501,2024-11-13T16:10:25+00:00,https://t.me/bashaudiokitap/501,books\Рәшит_Солтангәрәев_Осто_бөркөт_1_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_1_се_тапшырыу_Әхәт_Мортазин_уҡый.mp3,Рәшит_Солтангәрәев_Осто_бөркөт_1_се_тапшырыу_Әхәт_Мортазин_уҡый,Рәшит Солтангәрәев,,,,,,8733542,audio/mpeg,"audio_tags, filename"
500,2024-11-12T16:54:28+00:00,https://t.me/bashaudiokitap/500,books\Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_5_се_өлөш_Әхәт_Мортазин.mp3,Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_5_се_өлөш_Әхәт_Мортазин.mp3,Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_5_се_өлөш_Әхәт_Мортазин,,,,,,,5386725,audio/mpeg,"audio_tags, filename"
499,2024-11-09T10:33:31+00:00,https://t.me/bashaudiokitap/499,books\Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_2_се_өлөш_.mp3,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_2_се_өлөш_.mp3,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_2_се_өлөш_,Тәнзилә Дәүләтбирҙина.,,,,,,8785762,audio/mpeg,"audio_tags, filename"
498,2024-11-09T10:33:31+00:00,https://t.me/bashaudiokitap/498,books\Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_1_се_өлөш_.mp3,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_1_се_өлөш_.mp3,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_1_се_өлөш_,Тәнзилә Дәүләтбирҙина.,,,,,,8090532,audio/mpeg,"audio_tags, filename"
497,2024-11-09T10:33:31+00:00,https://t.me/bashaudiokitap/497,"books\Мирас_Иҙелбаев_Ҡоштар_китә_Илдар_Ғүмәров_уҡый,_2013.mp3","Мирас_Иҙелбаев_Ҡоштар_китә_Илдар_Ғүмәров_уҡый,_2013.mp3","Мирас_Иҙелбаев_Ҡоштар_китә_Илдар_Ғүмәров_уҡый,_2013",Мирас Иҙелбаев,,,,,,7732704,audio/mpeg,"audio_tags, filename"
496,2024-11-09T10:33:31+00:00,https://t.me/bashaudiokitap/496,"books\Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_3,4_се_өлөш_Әхәт_Мортазин.mp3","Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_3,4_се_өлөш_Әхәт_Мортазин.mp3","Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_3,4_се_өлөш_Әхәт_Мортазин",Дәүләт Мәһәҙиев,,,,,,13133052,audio/mpeg,"audio_tags, filename"
495,2024-11-09T10:33:30+00:00,https://t.me/bashaudiokitap/495,"books\Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_1,2_се_өлөш_Әхәт_Мортазин.mp3","Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_1,2_се_өлөш_Әхәт_Мортазин.mp3","Дәүләт_Мәһәҙиев_Яҙмыш_ҡәләмдәрен_ҡулға_алып_1,2_се_өлөш_Әхәт_Мортазин",Дәүләт Мәһәҙиев,,,,,,15523452,audio/mpeg,"audio_tags, filename"
494,2024-11-04T07:52:00+00:00,https://t.me/bashaudiokitap/494,books\Нияз_Алсынбаев_Серле_мосафир_5_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_5_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_5_се_тапшырыу,Нияз Алсынбаев,,,,,,23173570,audio/mpeg,"audio_tags, filename"
493,2024-11-04T07:52:00+00:00,https://t.me/bashaudiokitap/493,books\Нияз_Алсынбаев_Серле_мосафир_4_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_4_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_4_се_тапшырыу,Нияз Алсынбаев,,,,,,67309224,audio/mpeg,"audio_tags, filename"
492,2024-11-04T07:52:00+00:00,https://t.me/bashaudiokitap/492,books\Нияз_Алсынбаев_Серле_мосафир_3_сө_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_3_сө_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_3_сө_тапшырыу,Нияз Алсынбаев,,,,,,56460675,audio/mpeg,"audio_tags, filename"
491,2024-11-04T07:52:00+00:00,https://t.me/bashaudiokitap/491,books\Нияз_Алсынбаев_Серле_мосафир_2_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_2_се_тапшырыу.mp3,Нияз_Алсынбаев_Серле_мосафир_2_се_тапшырыу,Нияз Алсынбаев,,,,,,61098350,audio/mpeg,"audio_tags, filename"
490,2024-11-04T07:52:00+00:00,https://t.me/bashaudiokitap/490,"books\Нияз_Алсынбаев_,,Серле_мосафир,,_1_се_тапшырыу.mp3","Нияз_Алсынбаев_,,Серле_мосафир,,_1_се_тапшырыу.mp3","Нияз_Алсынбаев_,,Серле_мосафир,,_1_се_тапшырыу",Нияз Алсынбаев,,,,,,69538626,audio/mpeg,"audio_tags, filename"
489,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/489,books\Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_2_се_тапшырыу.mp3,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_2_се_тапшырыу.mp3,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_2_се_тапшырыу,Тәнзилә Дәүләтбирҙина,,,,,,44688441,audio/mpeg,"audio_tags, filename"
488,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/488,books\Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_1_се_тапшырыу.mp3,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_1_се_тапшырыу.mp3,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_1_се_тапшырыу,Тәнзилә Дәүләтбирҙина,,,,,,44338400,audio/mpeg,"audio_tags, filename"
487,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/487,"books\Динис_Бүләков_Йәшен_атҡан_имән_Әхәт_Мортазин_уҡый,_2009.mp3","Динис_Бүләков_Йәшен_атҡан_имән_Әхәт_Мортазин_уҡый,_2009.mp3","Динис_Бүләков_Йәшен_атҡан_имән_Әхәт_Мортазин_уҡый,_2009",Динис Бүләков,,,,,,4561112,audio/mpeg,"audio_tags, filename"
486,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/486,"books\Динис_Бүләков_Асыҡ_ишек_Әхәт_Мортазин_уҡый,_2003.mp3","Динис_Бүләков_Асыҡ_ишек_Әхәт_Мортазин_уҡый,_2003.mp3","Динис_Бүләков_Асыҡ_ишек_Әхәт_Мортазин_уҡый,_2003",Динис Бүләков,,,,,,8043162,audio/mpeg,"audio_tags, filename"
485,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/485,books\Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_2_се_тапшырыу.mp3,Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_2_се_тапшырыу.mp3,Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_2_се_тапшырыу,"""Аҡҡош ауазы""",,,,,,26580369,audio/mpeg,"audio_tags, filename"
484,2024-11-02T15:25:21+00:00,https://t.me/bashaudiokitap/484,books\Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_1_се_тапшырыу.mp3,Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_1_се_тапшырыу.mp3,Аҡҡош_ауазы_Сәлимйән_Бәҙретдинов_1_се_тапшырыу,"""Аҡҡош ауазы""",,,,,,27581381,audio/mpeg,"audio_tags, filename"
483,2024-11-02T15:10:15+00:00,https://t.me/bashaudiokitap/483,books\80F4CE94290EAA85.mp3,80F4CE94290EAA85.mp3,80F4CE94290EAA85,,,,,,,2976480,audio/mpeg,"audio_tags, filename"
482,2024-11-02T15:10:15+00:00,https://t.me/bashaudiokitap/482,books\Фәриҙә_Ситдиҡова_Хыялдағы_атай_2_се_өлөш_.mp3,Фәриҙә_Ситдиҡова_Хыялдағы_атай_2_се_өлөш_.mp3,Фәриҙә_Ситдиҡова_Хыялдағы_атай_2_се_өлөш_,Фәриҙә Ситдиҡова,,,,,,38352181,audio/mpeg,"audio_tags, filename"
481,2024-11-02T15:10:15+00:00,https://t.me/bashaudiokitap/481,books\Фәриҙә_Ситдиҡова_Хыялдағы_атай_1_се_өлөш_.mp3,Фәриҙә_Ситдиҡова_Хыялдағы_атай_1_се_өлөш_.mp3,Фәриҙә_Ситдиҡова_Хыялдағы_атай_1_се_өлөш_,Фәриҙә Ситдиҡова,,,,,,31623039,audio/mpeg,"audio_tags, filename"
480,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/480,"books\Фәниҙә_Исхаҡова_Хөкөмсеһе_кем_Рәмилә_Сәлимгәрәева_уҡый,_2007.mp3","Фәниҙә_Исхаҡова_Хөкөмсеһе_кем_Рәмилә_Сәлимгәрәева_уҡый,_2007.mp3","Фәниҙә_Исхаҡова_Хөкөмсеһе_кем_Рәмилә_Сәлимгәрәева_уҡый,_2007",Фәниҙә Исхаҡова,,,,,,3360594,audio/mpeg,"audio_tags, filename"
479,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/479,"books\Таһир_Таһиров_Портрет,_1,2_се_бүлектәр_Олег_Ханов,_Заһир_Вәлитов.mp3","Таһир_Таһиров_Портрет,_1,2_се_бүлектәр_Олег_Ханов,_Заһир_Вәлитов.mp3","Таһир_Таһиров_Портрет,_1,2_се_бүлектәр_Олег_Ханов,_Заһир_Вәлитов",Таһир Таһиров,,,,,,12244484,audio/mpeg,"audio_tags, filename"
478,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/478,"books\Мөхтәр_Сәғитов_Ғүмерлеккә_ҡалған_яра_Әхәт_Мортазин_уҡый,_1994.mp3","Мөхтәр_Сәғитов_Ғүмерлеккә_ҡалған_яра_Әхәт_Мортазин_уҡый,_1994.mp3","Мөхтәр_Сәғитов_Ғүмерлеккә_ҡалған_яра_Әхәт_Мортазин_уҡый,_1994",Мөхтәр Сәғитов,,,,,,2805908,audio/mpeg,"audio_tags, filename"
477,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/477,books\Илшат_Йомағолов_уҡый_Далаларҙа_Икмәк_еҫе_.mp3,Илшат_Йомағолов_уҡый_Далаларҙа_Икмәк_еҫе_.mp3,Илшат_Йомағолов_уҡый_Далаларҙа_Икмәк_еҫе_,Илшат Йомағолов уҡый,,,,,,21464119,audio/mpeg,"audio_tags, filename"
476,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/476,"books\Динис_Бүләков_Ат_күҙендәге_ҡояш_Әхәт_Мортазин_уҡый,_2003.mp3","Динис_Бүләков_Ат_күҙендәге_ҡояш_Әхәт_Мортазин_уҡый,_2003.mp3","Динис_Бүләков_Ат_күҙендәге_ҡояш_Әхәт_Мортазин_уҡый,_2003",Динис Бүләков,,,,,,4580554,audio/mpeg,"audio_tags, filename"
475,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/475,"books\Зөбәржәт_Йәнбирҙина_Хирург_Миңзәлә_Хәйруллина_уҡый,_2013.mp3","Зөбәржәт_Йәнбирҙина_Хирург_Миңзәлә_Хәйруллина_уҡый,_2013.mp3","Зөбәржәт_Йәнбирҙина_Хирург_Миңзәлә_Хәйруллина_уҡый,_2013",Зөбәржәт Йәнбирҙина,,,,,,3843418,audio/mpeg,"audio_tags, filename"
474,2024-10-09T06:44:10+00:00,https://t.me/bashaudiokitap/474,books\Булат_Рафиҡов_Йылғаларым_ҡайтты_ярҙарына_Илшат_Йомағолов_уҡый_.mp3,Булат_Рафиҡов_Йылғаларым_ҡайтты_ярҙарына_Илшат_Йомағолов_уҡый_.mp3,Булат_Рафиҡов_Йылғаларым_ҡайтты_ярҙарына_Илшат_Йомағолов_уҡый_,"Булат Рафиҡов ""Йылғаларым ҡайтты ярҙарына""",,,,,,48773616,audio/mpeg,"audio_tags, filename"
473,2024-10-05T05:17:26+00:00,https://t.me/bashaudiokitap/473,"books\Марс_Әхмәтшин_Ни_эшләнең_һин,_Инсаф_Марат_Рафиҡов_уҡый,_1997.mp3","Марс_Әхмәтшин_Ни_эшләнең_һин,_Инсаф_Марат_Рафиҡов_уҡый,_1997.mp3","Марс_Әхмәтшин_Ни_эшләнең_һин,_Инсаф_Марат_Рафиҡов_уҡый,_1997",Марс Әхмәтшин,,,,,,8732370,audio/mpeg,"audio_tags, filename"
472,2024-10-05T05:17:26+00:00,https://t.me/bashaudiokitap/472,"books\Евгений_Пермяк_Әсәй_һәм_беҙ_Мәхмүт_Хәбибуллин_уҡый,_1977.mp3","Евгений_Пермяк_Әсәй_һәм_беҙ_Мәхмүт_Хәбибуллин_уҡый,_1977.mp3","Евгений_Пермяк_Әсәй_һәм_беҙ_Мәхмүт_Хәбибуллин_уҡый,_1977",Евгений Пермяк,,,,,,4085914,audio/mpeg,"audio_tags, filename"
471,2024-10-05T05:17:26+00:00,https://t.me/bashaudiokitap/471,"books\Башҡорт_радиокомпозициялар_Көҙгө_элегия,_радиокомпозиция_Илшат_Йомағолов.mp3","Башҡорт_радиокомпозициялар_Көҙгө_элегия,_радиокомпозиция_Илшат_Йомағолов.mp3","Башҡорт_радиокомпозициялар_Көҙгө_элегия,_радиокомпозиция_Илшат_Йомағолов",Башҡорт радиокомпозициялар,,,,,,4784694,audio/mpeg,"audio_tags, filename"
470,2024-10-05T05:17:26+00:00,https://t.me/bashaudiokitap/470,"books\Әсхәт_Мортазин_Муйылдар_Хәкимйән_Сәғитов,_Гүзәл_Сәғитова,_Фирҙәт.mp3","Әсхәт_Мортазин_Муйылдар_Хәкимйән_Сәғитов,_Гүзәл_Сәғитова,_Фирҙәт.mp3","Әсхәт_Мортазин_Муйылдар_Хәкимйән_Сәғитов,_Гүзәл_Сәғитова,_Фирҙәт",Әсхәт Мортазин,,,,,,6902750,audio/mpeg,"audio_tags, filename"
469,2024-10-05T05:17:26+00:00,https://t.me/bashaudiokitap/469,"books\Азиз_Несин_Әҫәрҙәре_Хөрмәт_Бикҡолов_тәржемәһе,_Илшат_Йомағолов_менән.mp3","Азиз_Несин_Әҫәрҙәре_Хөрмәт_Бикҡолов_тәржемәһе,_Илшат_Йомағолов_менән.mp3","Азиз_Несин_Әҫәрҙәре_Хөрмәт_Бикҡолов_тәржемәһе,_Илшат_Йомағолов_менән",,,,,,,7756986,audio/mpeg,"audio_tags, filename"
467,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/467,"books\Финә_Латыпова_Зәхмәтле_донъя_Миңзәлә_Хәйруллина_уҡый,_2001.mp3","Финә_Латыпова_Зәхмәтле_донъя_Миңзәлә_Хәйруллина_уҡый,_2001.mp3","Финә_Латыпова_Зәхмәтле_донъя_Миңзәлә_Хәйруллина_уҡый,_2001",Финә Латыпова,,,,,,6744734,audio/mpeg,"audio_tags, filename"
466,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/466,"books\Таңһылыу_Ғәйнуллина_Ғәфү_ит,_әсәй_Миңзәлә_Хәйруллина_уҡый,_2017.mp3","Таңһылыу_Ғәйнуллина_Ғәфү_ит,_әсәй_Миңзәлә_Хәйруллина_уҡый,_2017.mp3","Таңһылыу_Ғәйнуллина_Ғәфү_ит,_әсәй_Миңзәлә_Хәйруллина_уҡый,_2017",Таңһылыу Ғәйнуллина,,,,,,5941224,audio/mpeg,"audio_tags, filename"
465,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/465,"books\Тамара_Ғәниева_Никах_Зилә_Дибаева_уҡый,_1993.mp3","Тамара_Ғәниева_Никах_Зилә_Дибаева_уҡый,_1993.mp3","Тамара_Ғәниева_Никах_Зилә_Дибаева_уҡый,_1993",Тамара Ғәниева,,,,,,7115506,audio/mpeg,"audio_tags, filename"
464,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/464,books\Тайфур_Сәғитов_Сиң_Әхәт_Мортазин_уҡый.mp3,Тайфур_Сәғитов_Сиң_Әхәт_Мортазин_уҡый.mp3,Тайфур_Сәғитов_Сиң_Әхәт_Мортазин_уҡый,Тайфур Сәғитов,,,,,,12576836,audio/mpeg,"audio_tags, filename"
463,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/463,"books\Рөстәм_Зарипов_Төрмәләге_уйланыуҙар_Лира_Фәйзуллина_уҡый,_1994.mp3","Рөстәм_Зарипов_Төрмәләге_уйланыуҙар_Лира_Фәйзуллина_уҡый,_1994.mp3","Рөстәм_Зарипов_Төрмәләге_уйланыуҙар_Лира_Фәйзуллина_уҡый,_1994",Рөстәм Зарипов,,,,,,15825526,audio/mpeg,"audio_tags, filename"
462,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/462,books\Мөҙәрис_Багаев_Мәк_сәскәһе_Рәмилә_Сәлимгәрәева_менән_актер_Фаяз.mp3,Мөҙәрис_Багаев_Мәк_сәскәһе_Рәмилә_Сәлимгәрәева_менән_актер_Фаяз.mp3,Мөҙәрис_Багаев_Мәк_сәскәһе_Рәмилә_Сәлимгәрәева_менән_актер_Фаяз,Мөҙәрис Багаев,,,,,,5131264,audio/mpeg,"audio_tags, filename"
461,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/461,"books\Беҙ_үлемдән_көслөрәк_Жәүит_Кузеев,_Вәли_Бикт_Тексты_Әхәт_Мортазин.mp3","Беҙ_үлемдән_көслөрәк_Жәүит_Кузеев,_Вәли_Бикт_Тексты_Әхәт_Мортазин.mp3","Беҙ_үлемдән_көслөрәк_Жәүит_Кузеев,_Вәли_Бикт_Тексты_Әхәт_Мортазин","Беҙ үлемдән көслөрәк. Жәүит Кузеев, Вәли Бикташев. ",,,,,,82482888,audio/mpeg,"audio_tags, filename"
460,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/460,"books\Әмир_Ҡотлозаманов_Тимерсе_Фәйзи_Фирҙәт_Ғәлиев_уҡый,_1996.mp3","Әмир_Ҡотлозаманов_Тимерсе_Фәйзи_Фирҙәт_Ғәлиев_уҡый,_1996.mp3","Әмир_Ҡотлозаманов_Тимерсе_Фәйзи_Фирҙәт_Ғәлиев_уҡый,_1996",Әмир Ҡотлозаманов,,,,,,8372074,audio/mpeg,"audio_tags, filename"
459,2024-10-04T15:51:08+00:00,https://t.me/bashaudiokitap/459,books\Башҡорт_радиокомпозициялар_Ҡышҡы_ауыл_Карам_Бакировтың_шиғырҙары.mp3,Башҡорт_радиокомпозициялар_Ҡышҡы_ауыл_Карам_Бакировтың_шиғырҙары.mp3,Башҡорт_радиокомпозициялар_Ҡышҡы_ауыл_Карам_Бакировтың_шиғырҙары,Башҡорт радиокомпозициялар,,,,,,8410660,audio/mpeg,"audio_tags, filename"
458,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/458,books\Фәрзәнә_Аҡбулатова_Мин_тынлыҡты_тыңланым_Артистар_Альберт_Шәйхетдинов.mp3,Фәрзәнә_Аҡбулатова_Мин_тынлыҡты_тыңланым_Артистар_Альберт_Шәйхетдинов.mp3,Фәрзәнә_Аҡбулатова_Мин_тынлыҡты_тыңланым_Артистар_Альберт_Шәйхетдинов,Фәрзәнә Аҡбулатова,,,,,,26850110,audio/mpeg,"audio_tags, filename"
457,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/457,books\Талха_Ғиниәтуллин_Хоҙайбирҙиндың_ҡайтыуы_Әхтәм_Абушахманов_уҡый.mp3,Талха_Ғиниәтуллин_Хоҙайбирҙиндың_ҡайтыуы_Әхтәм_Абушахманов_уҡый.mp3,Талха_Ғиниәтуллин_Хоҙайбирҙиндың_ҡайтыуы_Әхтәм_Абушахманов_уҡый,Талха Ғиниәтуллин,,,,,,20182260,audio/mpeg,"audio_tags, filename"
456,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/456,"books\Рәмил_Байбулатов_Бер_матур_иртәлә_Хәким_Хәйретдинов_уҡый,_1976.mp3","Рәмил_Байбулатов_Бер_матур_иртәлә_Хәким_Хәйретдинов_уҡый,_1976.mp3","Рәмил_Байбулатов_Бер_матур_иртәлә_Хәким_Хәйретдинов_уҡый,_1976",Рәмил Байбулатов,,,,,,4871446,audio/mpeg,"audio_tags, filename"
455,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/455,"books\Рамазан_Ҡотошев_Муксен_Хәмит_Яруллин_уҡый,_2004.mp3","Рамазан_Ҡотошев_Муксен_Хәмит_Яруллин_уҡый,_2004.mp3","Рамазан_Ҡотошев_Муксен_Хәмит_Яруллин_уҡый,_2004",Рамазан Ҡотошев,,,,,,9404680,audio/mpeg,"audio_tags, filename"
454,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/454,"books\Наил_Ғәйетбаев_Хәмит_тау_Илшат_Йомағолов_уҡый,_1985.mp3","Наил_Ғәйетбаев_Хәмит_тау_Илшат_Йомағолов_уҡый,_1985.mp3","Наил_Ғәйетбаев_Хәмит_тау_Илшат_Йомағолов_уҡый,_1985",Наил Ғәйетбаев,,,,,,4088208,audio/mpeg,"audio_tags, filename"
453,2024-10-04T12:14:24+00:00,https://t.me/bashaudiokitap/453,books\Ғәлим_Дәүләтов_Башҡортса_аудиокитаптар_төркө_Атайым_аҡ_йондоҙом.mp3,Ғәлим_Дәүләтов_Башҡортса_аудиокитаптар_төркө_Атайым_аҡ_йондоҙом.mp3,Ғәлим_Дәүләтов_Башҡортса_аудиокитаптар_төркө_Атайым_аҡ_йондоҙом,Ғәлим Дәүләтов( Башҡортса аудиокитаптар төркөмө),,,,,,2840246,audio/mpeg,"audio_tags, filename"
452,2024-10-04T12:14:23+00:00,https://t.me/bashaudiokitap/452,books\Гыйлемдәр_Рамазанов_Бер_ус_тупраҡ_Фәтих_Ихсанов_уҡый_1982_йыл_.mp3,Гыйлемдәр_Рамазанов_Бер_ус_тупраҡ_Фәтих_Ихсанов_уҡый_1982_йыл_.mp3,Гыйлемдәр_Рамазанов_Бер_ус_тупраҡ_Фәтих_Ихсанов_уҡый_1982_йыл_,Гыйлемдәр Рамазанов ,,,,,,9102460,audio/mpeg,"audio_tags, filename"
451,2024-10-04T12:14:23+00:00,https://t.me/bashaudiokitap/451,"books\Вәзих_Исхаҡов_Хәстәрлек,_Әмәле_табылды_Фаяз_Солтанов_уҡый,_2007.mp3","Вәзих_Исхаҡов_Хәстәрлек,_Әмәле_табылды_Фаяз_Солтанов_уҡый,_2007.mp3","Вәзих_Исхаҡов_Хәстәрлек,_Әмәле_табылды_Фаяз_Солтанов_уҡый,_2007","Вәзих Исхаҡов. ""Хәстәрлек"", ""Әмәле табылды""",,,,,,3712710,audio/mpeg,"audio_tags, filename"
450,2024-10-04T12:14:23+00:00,https://t.me/bashaudiokitap/450,"books\Әнисә_Таһирова_Арҡайым_фәрештәһе_Әхәт_Мортазин_уҡый,_2003.mp3","Әнисә_Таһирова_Арҡайым_фәрештәһе_Әхәт_Мортазин_уҡый,_2003.mp3","Әнисә_Таһирова_Арҡайым_фәрештәһе_Әхәт_Мортазин_уҡый,_2003",Әнисә Таһирова,,,,,,3218028,audio/mpeg,"audio_tags, filename"
